ID_Pedido,Data_Venda,Categoria,Preco_Unitario,Quantidade,Idade_Cliente
1444,2023-11-18 00:00:00,Eletrônicos,169.51381855891762,3.0,41.0
1445,2023-01-20 00:00:00,Beleza,203.67146481540803,1.0,73.0
1446,2023-08-22 00:00:00,Casa,52.438547357758054,4.0,47.0
1447,2023-08-28 00:00:00,Beleza,223.1701921783511,1.0,37.0
1448,2023-06-13 00:00:00,Casa,113.6164757428331,8.0,47.0
1449,2023-10-27 00:00:00,Roupas,66.33676752046777,5.0,19.0
1450,2023-09-21 00:00:00,Beleza,135.1210706589264,2.0,63.0
1451,2023-04-04 00:00:00,Alimentos,19.07799581061721,4.0,62.0
1452,2023-09-25 00:00:00,Beleza,110.89664658954797,3.0,69.0
1453,2023-06-02 00:00:00,Eletrônicos,60.30534900050236,1.0,41.0
1454,2023-07-04 00:00:00,Casa,132.16416847596105,5.0,46.0
1455,2023-02-24 00:00:00,Roupas,155.42500351920307,7.0,69.0
1456,2023-01-08 00:00:00,Eletrônicos,11.464002976396529,7.0,58.0
1457,2023-03-26 00:00:00,ELETRONICOS,187.09594861029774,5.0,62.0
1458,2023-04-09 00:00:00,Beleza,231.7025213311568,5.0,42.0
1459,2023-11-23 00:00:00,Casa,117.10039288697274,9.0,30.0
1460,2023-10-28 00:00:00,Casa,101.46057861977526,4.0,60.0
1461,2023-05-17 00:00:00,Casa,216.62278036131784,9.0,52.0
1462,2023-04-24 00:00:00,Roupas,167.27409851051672,6.0,58.0
1463,2023-05-23 00:00:00,Alimentos,126.34965430792639,9.0,62.0
1464,2023-03-03 00:00:00,Casa,160.47781241498785,9.0,71.0
1465,2023-05-15 00:00:00,Beleza,222.16503172716875,7.0,48.0
1466,2023-09-03 00:00:00,Alimentos,92.39525342503947,4.0,55.0
1467,2023-11-01 00:00:00,Beleza,89.49831773551205,,48.0
1468,2023-09-01 00:00:00,Alimentos,196.11448736146107,2.0,29.0
1469,2023-09-02 00:00:00,Casa,115.54084522526898,4.0,40.0
1470,2023-07-27 00:00:00,Alimentos,165.49580642920932,6.0,29.0
1471,2023-10-09 00:00:00,Eletrônicos,,5.0,50.0
1472,2023-03-28 00:00:00,Eletrônicos,197.18768196176757,7.0,71.0
1473,2023-09-14 00:00:00,Roupas,155.7907239484362,4.0,23.0
1474,2023-03-10 00:00:00,Eletrônicos,"R$ 181,58",1.0,27.0
1475,2023-01-19 00:00:00,Alimentos,141.3074027211028,1.0,21.0
1476,2023-08-31 00:00:00,roupa,121.52782040823615,2.0,60.0
1477,2023-06-24 00:00:00,Alimentos,94.7061408260681,7.0,
1478,2023-12-31 00:00:00,Roupas,130.84907933477263,4.0,34.0
1479,2023-02-01 00:00:00,Casa,117.06994284788361,2.0,44.0
1480,2023-02-17 00:00:00,Alimentos,174.65181737367377,6.0,44.0
1481,2023-07-15 00:00:00,Roupas,167.37435570066975,7.0,33.0
1482,2023-12-19 00:00:00,Beleza,129.29255636656183,2.0,55.0
1483,2023-11-22 00:00:00,Beleza,54.26904724063483,2.0,52.0
1484,2023-12-15 00:00:00,Eletrônicos,190.3106082970745,5.0,24.0
1485,2023-02-06 00:00:00,Beleza,165.0437562507949,2.0,73.0
1486,2023-09-21 00:00:00,Alimentos,"R$ 197,00",1.0,57.0
1487,2023-05-14 00:00:00,Alimentos,136.2917473791741,2.0,23.0
1488,2023-08-03 00:00:00,Eletrônicos,105.1463856171076,7.0,33.0
1489,2023-11-11 00:00:00,Casa,196.12173146886352,7.0,26.0
1490,2023-04-02 00:00:00,eletronico,137.42801247327708,9.0,62.0
1491,2023-08-21 00:00:00,Casa,143.44697604194448,5.0,21.0
1492,2023-08-18 00:00:00,Eletrônicos,"R$ 126,61",9.0,55.0
1493,2023-10-23 00:00:00,Beleza,221.50942207579828,7.0,24.0
1494,2023-10-13 00:00:00,Alimentos,49.539794019296224,4.0,19.0
1495,2023-10-06 00:00:00,Alimentos,"R$ 97,22",7.0,74.0
1496,2023-02-03 00:00:00,Beleza,79.57286695226176,8.0,68.0
1497,2023-05-17 00:00:00,Beleza,147.64731984081482,7.0,42.0
1498,2023-11-29 00:00:00,Alimentos,245.69438750940162,6.0,62.0
1499,2023-08-02 00:00:00,Roupas,,6.0,41.0
1500,2023-12-09 00:00:00,Casa,164.97961010253846,3.0,47.0
1501,2023-06-26 00:00:00,Alimentos,108.02256989477863,7.0,45.0
1502,2023-09-03 00:00:00,Eletrônicos,135.8909074398364,1.0,69.0
1503,2023-04-28 00:00:00,Beleza,142.37214564276732,3.0,40.0
1504,2023-11-12 00:00:00,Roupas,157.66901636329848,2.0,27.0
1505,2023-04-05 00:00:00,Alimentos,,5.0,45.0
1506,2023-03-25 00:00:00,Roupas,185.65328233852358,4.0,64.0
1507,2023-02-05 00:00:00,Eletrônicos,143.5091000003534,9.0,21.0
1508,2023-08-03 00:00:00,Alimentos,162.60155044742865,9.0,44.0
1509,2023-10-05 00:00:00,Casa,"R$ 94,53",8.0,19.0
1510,2023-03-17 00:00:00,Alimentos,101.89005845421877,7.0,48.0
1511,2023-05-23 00:00:00,Beleza,48.67926449707724,9.0,33.0
1512,2023-03-12 00:00:00,Beleza,158.0776256606986,7.0,69.0
1513,2023-06-02 00:00:00,Eletrônicos,208.68330126191188,2.0,35.0
1514,2023-10-07 00:00:00,Eletrônicos,117.95064824682888,7.0,61.0
1515,2023-06-28 00:00:00,Eletrônicos,100.79574870035944,3.0,65.0
1516,2023-08-20 00:00:00,Roupas,185.25747167265263,9.0,37.0
1517,2023-11-22 00:00:00,Eletrônicos,77.35345359943173,2.0,
1518,2023-11-09 00:00:00,ROUPAS,174.35637452061667,7.0,44.0
1519,2023-11-12 00:00:00,Roupas,156.89315645986835,5.0,58.0
1520,2023-10-14 00:00:00,Alimentos,"R$ 142,27",2.0,55.0
1521,2023-01-16 00:00:00,Roupas,199.8679751488553,1.0,52.0
1522,2023-07-22 00:00:00,Casa,143.69743455001992,8.0,30.0
1523,2023-05-31 00:00:00,Casa,166.18847886871453,5.0,24.0
1524,2023-05-19 00:00:00,Casa,185.24930187793126,9.0,62.0
1525,2023-01-16 00:00:00,Casa,133.57319052396596,2.0,43.0
1526,2023-05-31 00:00:00,Alimentos,175.4434716887116,4.0,29.0
1527,2023-05-31 00:00:00,Casa,111.06256185349002,3.0,29.0
1528,2023-03-03 00:00:00,Roupas,"R$ 230,60",1.0,66.0
1529,2023-08-27 00:00:00,Beleza,114.89666587796228,7.0,
1530,2023-08-29 00:00:00,Roupas,147.78898308510597,2.0,47.0
1531,2023-08-18 00:00:00,Casa,188.43337302532052,2.0,56.0
1532,2023-05-29 00:00:00,Roupas,120.34786136799686,9.0,33.0
1533,2023-03-09 00:00:00,Roupas,112.83997292930562,1.0,60.0
1534,2023-08-18 00:00:00,roupa,61.195611319458024,1.0,67.0
1535,2023-08-17 00:00:00,Alimentos,148.1174797288087,1.0,36.0
1536,2023-08-04 00:00:00,Eletrônicos,159.55616883046983,2.0,19.0
1537,2023-12-23 00:00:00,Beleza,146.15646613801704,9.0,43.0
1538,2023-06-09 00:00:00,Casa,167.20053631554046,1.0,53.0
1539,2023-02-26 00:00:00,Roupas,135.72703598526255,4.0,
1540,2023-10-10 00:00:00,Eletrônicos,141.37182858655788,9.0,22.0
1541,2023-03-04 00:00:00,Casa,143.74402161244745,5.0,33.0
1542,2023-02-21 00:00:00,Eletrônicos,154.2427500560194,7.0,26.0
1543,2023-05-03 00:00:00,Beleza,190.2113268925704,4.0,32.0
1544,2023-01-24 00:00:00,Alimentos,165.90531204947746,9.0,52.0
1545,2023-02-10 00:00:00,Alimentos,,6.0,65.0
1546,2023-09-25 00:00:00,Alimentos,141.3135442995024,5.0,21.0
1547,2023-02-28 00:00:00,Alimentos,153.86441410259192,4.0,22.0
1548,2023-04-02 00:00:00,Alimentos,103.2197195240872,7.0,59.0
1549,2023-12-03 00:00:00,Eletrônicos,268.8789079210735,4.0,33.0
1550,2023-10-16 00:00:00,Eletrônicos,105.143125086162,6.0,66.0
1551,2023-11-22 00:00:00,Beleza,140.82800061056219,5.0,70.0
1552,2023-05-05 00:00:00,eletronico,138.96298389544975,4.0,65.0
1553,2023-10-22 00:00:00,Casa,"R$ 188,73",3.0,27.0
1554,2023-10-03 00:00:00,Casa,108.64961546777374,8.0,53.0
1555,2023-05-21 00:00:00,Roupas,77.17171710330854,9.0,
1556,2023-07-16 00:00:00,Beleza,26.072129775390863,4.0,51.0
1557,2023-05-26 00:00:00,Roupas,"R$ 155,78",4.0,29.0
1558,2023-02-04 00:00:00,Beleza,171.40811063649264,4.0,52.0
1559,2023-08-26 00:00:00,Roupas,243.1596347708464,4.0,60.0
1560,2023-04-19 00:00:00,Casa,170.38840713137824,3.0,57.0
1561,2023-06-18 00:00:00,Roupas,161.36358239181322,7.0,
1562,2023-06-06 00:00:00,Roupas,99999.99,3.0,46.0
1563,2023-03-08 00:00:00,Beleza,128.47045934930492,6.0,64.0
1564,2023-08-17 00:00:00,Casa,175.37730081570794,2.0,60.0
1565,2023-04-13 00:00:00,Alimentos,165.27434219640617,1.0,57.0
1566,2023-03-29 00:00:00,Beleza,172.71271833473872,2.0,50.0
1567,2023-06-27 00:00:00,Roupas,179.9983264774674,4.0,51.0
1568,2023-05-21 00:00:00,ROUPAS,121.95719781830084,6.0,56.0
1569,2023-01-02 00:00:00,Roupas,103.97738529877935,5.0,49.0
1570,2023-10-03 00:00:00,Eletrônicos,"R$ 157,33",6.0,49.0
1571,2023-06-22 00:00:00,Roupas,216.94693247384427,6.0,67.0
1572,2023-11-22 00:00:00,Casa,188.9761105302314,4.0,36.0
1573,2023-11-07 00:00:00,ELETRONICOS,189.38298055589334,6.0,25.0
1574,2023-01-14 00:00:00,Eletrônicos,181.5787293161133,5.0,39.0
1575,2023-01-07 00:00:00,CASA,,3.0,
1576,2023-07-08 00:00:00,Casa,170.76837532092347,2.0,54.0
1577,2023-07-25 00:00:00,csa,119.77737772162293,2.0,65.0
1578,2023-09-07 00:00:00,Alimentos,169.30907764521092,8.0,58.0
1579,2023-02-14 00:00:00,Casa,185.23896511815798,1.0,28.0
1580,2023-03-05 00:00:00,Beleza,145.94884754405575,8.0,42.0
1581,2023-05-30 00:00:00,Alimentos,175.96929528590985,9.0,64.0
1582,2023-05-29 00:00:00,Eletrônicos,278.4797770600559,2.0,26.0
1583,2023-08-23 00:00:00,Eletrônicos,93.33033860205182,2.0,26.0
1584,2023-02-10 00:00:00,Casa,70.62335629667507,6.0,44.0
1585,2023-05-29 00:00:00,Eletrônicos,,9.0,38.0
1586,2023-01-18 00:00:00,Casa,232.76442518719784,,28.0
1587,2023-09-03 00:00:00,Alimentos,186.09693217751794,7.0,55.0
1588,2023-09-19 00:00:00,Eletrônicos,181.47589125430795,5.0,58.0
1589,2023-06-06 00:00:00,Casa,,8.0,71.0
1590,2023-10-18 00:00:00,Eletrônicos,126.77298785776318,2.0,39.0
1591,2023-06-04 00:00:00,Alimentos,140.1198331200432,2.0,18.0
1592,2023-06-17 00:00:00,Beleza,183.28085742614684,3.0,19.0
1593,2023-04-03 00:00:00,Alimentos,108.82496774252728,4.0,24.0
1594,2023-09-14 00:00:00,Roupas,16.922247749413287,4.0,19.0
1595,2023-11-24 00:00:00,Eletrônicos,150.57734635803496,1.0,19.0
1596,2023-10-14 00:00:00,Eletrônicos,163.26914667729324,8.0,19.0
1597,2023-09-11 00:00:00,eletronico,145.06768514781854,4.0,55.0
1598,2023-01-10 00:00:00,Beleza,169.38481280841964,6.0,51.0
1599,2023-07-18 00:00:00,Eletrônicos,126.00027773045721,7.0,33.0
1600,2023-06-28 00:00:00,Casa,147.99278981344565,7.0,57.0
1601,2023-02-14 00:00:00,Roupas,125.11924030408525,1.0,72.0
1602,2023-03-05 00:00:00,Roupas,121.67193823746388,9.0,32.0
1603,2023-10-21 00:00:00,Roupas,154.032293963692,7.0,52.0
1604,2023-06-13 00:00:00,Eletrônicos,106.47122167242259,9.0,35.0
1605,2023-10-22 00:00:00,Alimentos,143.66160819831376,7.0,18.0
1606,2023-01-03 00:00:00,Roupas,106.53539674701521,5.0,54.0
1607,2023-12-01 00:00:00,Casa,188.4779811228923,8.0,29.0
1608,2023-11-21 00:00:00,Beleza,105.92137325783567,4.0,72.0
1609,2023-02-13 00:00:00,Eletrônicos,75.55568144124061,2.0,18.0
1610,2023-02-19 00:00:00,Casa,164.3082534336882,8.0,37.0
1611,2023-07-24 00:00:00,Roupas,141.54443829462355,5.0,47.0
1612,2023-11-27 00:00:00,Roupas,239.07259972569483,4.0,32.0
1613,2023-02-18 00:00:00,Casa,85.60628299736351,8.0,22.0
1614,2023-08-08 00:00:00,Eletrônicos,176.78868355014401,3.0,25.0
1615,2023-10-14 00:00:00,Alimentos,,2.0,63.0
1616,2023-08-31 00:00:00,Beleza,153.45180511798267,5.0,69.0
1617,2023-03-09 00:00:00,Eletrônico ,"R$ 205,80",9.0,38.0
1618,2023-07-15 00:00:00,Casa,"R$ 117,14",2.0,71.0
1619,2023-01-26 00:00:00,Eletrônico ,,6.0,49.0
1620,2023-06-26 00:00:00,Casa,221.83693751565062,3.0,71.0
1621,2023-06-29 00:00:00,Beleza,131.01395143728774,7.0,46.0
1622,2023-09-08 00:00:00,Casa,"R$ 68,85",5.0,41.0
1623,2023-09-19 00:00:00,Roupas,202.73882324058772,7.0,40.0
1624,2023-07-17 00:00:00,CASA,184.15901980838447,4.0,37.0
1625,2023-03-09 00:00:00,roupa,190.67115960214332,4.0,
1626,2023-10-24 00:00:00,eletronico,90.18039306109031,6.0,
1627,2023-08-20 00:00:00,Casa,176.08930446281286,4.0,55.0
1628,2023-03-04 00:00:00,Roupas,"R$ 108,46",7.0,37.0
1629,2023-11-12 00:00:00,ROUPAS,160.14615595950775,5.0,33.0
1630,2023-12-14 00:00:00,Eletrônicos,76.84676798722163,8.0,43.0
1631,2023-05-30 00:00:00,Eletrônicos,181.95872244238052,6.0,19.0
1632,2023-10-06 00:00:00,Casa,"R$ 81,96",6.0,65.0
1633,2023-10-06 00:00:00,Casa,161.36322314791664,3.0,52.0
1634,2023-05-24 00:00:00,Roupas,187.06194290555362,9.0,48.0
1635,2023-09-28 00:00:00,Beleza,126.96467258781342,2.0,38.0
1636,2023-08-01 00:00:00,Casa,127.78001279847234,7.0,19.0
1637,2023-12-16 00:00:00,Casa,130.31634368284517,6.0,56.0
1638,2023-06-23 00:00:00,CASA,159.70239855964732,9.0,63.0
1639,2023-10-12 00:00:00,Casa,180.24066514654052,5.0,50.0
1640,2023-06-01 00:00:00,Casa,136.40092120093527,,
1641,2023-10-04 00:00:00,Beleza,161.8528068102145,8.0,57.0
1642,2023-08-11 00:00:00,Alimentos,"R$ 180,40",7.0,40.0
1643,2023-11-26 00:00:00,Beleza,,6.0,53.0
1644,2023-03-22 00:00:00,Roupas,166.36700234803374,7.0,66.0
1645,2023-09-04 00:00:00,Alimentos,155.77324077296782,,62.0
1646,2023-11-22 00:00:00,Eletrônicos,67.82011569284407,5.0,25.0
1647,2023-09-05 00:00:00,Alimentos,89.64304878895517,4.0,52.0
1648,2023-01-10 00:00:00,Roupas,153.1010503626076,1.0,39.0
1649,2023-03-04 00:00:00,Roupas,157.2904596117268,2.0,33.0
1650,2023-05-28 00:00:00,Beleza,176.47821671773022,2.0,26.0
1651,2023-06-02 00:00:00,Beleza,179.88227479988234,1.0,62.0
1652,2023-02-26 00:00:00,Eletrônicos,252.93817592755812,6.0,
1653,2023-12-05 00:00:00,Roupas,112.48630792111038,7.0,22.0
1654,2023-02-07 00:00:00,Alimentos,158.39506232206602,4.0,20.0
1655,2023-01-08 00:00:00,Eletrônicos,"R$ 79,15",1.0,66.0
1656,2023-10-22 00:00:00,Casa,208.30901940945748,9.0,54.0
1657,2023-09-28 00:00:00,Eletrônicos,214.02067128721168,5.0,53.0
1658,2023-09-19 00:00:00,Beleza,70.61561632609083,7.0,74.0
1659,2023-02-28 00:00:00,Eletrônicos,"R$ 174,33",7.0,70.0
1660,2023-01-31 00:00:00,Casa,105.60260270021769,8.0,45.0
1661,2023-12-27 00:00:00,Beleza,,6.0,42.0
1662,2023-11-15 00:00:00,Casa,58.545439642245,4.0,
1663,2023-08-12 00:00:00,Casa,107.89471948613263,4.0,21.0
1664,2023-08-14 00:00:00,Eletrônicos,79.06185504672506,5.0,66.0
1665,2023-08-10 00:00:00,Alimentos,196.9146377111581,3.0,65.0
1666,2023-06-16 00:00:00,Casa,133.0004438206107,4.0,240.0
1667,2023-01-01 00:00:00,Beleza,"R$ 193,32",7.0,67.0
1668,2023-03-07 00:00:00,Casa,111.84926859364565,3.0,67.0
1669,2023-07-25 00:00:00,Alimentos,162.53165385376653,1.0,73.0
1670,2023-05-28 00:00:00,Casa,42.81059604327355,8.0,56.0
1671,2023-08-27 00:00:00,Beleza,192.78887681579556,1.0,34.0
1672,2023-11-16 00:00:00,Casa,143.896522674054,1.0,56.0
1673,2023-03-05 00:00:00,Roupas,225.77919532641997,9.0,42.0
1674,2023-10-06 00:00:00,Alimentos,194.39734570554089,2.0,65.0
1675,2023-02-22 00:00:00,Alimentos,220.48864397816152,2.0,22.0
1676,2023-05-03 00:00:00,Beleza,188.31543409521538,7.0,25.0
1677,2023-11-26 00:00:00,Casa,,9.0,33.0
1678,2023-07-09 00:00:00,Alimentos,124.2537184138167,7.0,30.0
1679,2023-07-28 00:00:00,Eletrônicos,225.54628963874057,8.0,47.0
1680,2023-04-05 00:00:00,Casa,116.1975136377163,6.0,66.0
1681,2023-10-09 00:00:00,Eletrônicos,146.21973178325203,7.0,28.0
1682,2023-10-05 00:00:00,Eletrônicos,154.48391588191006,3.0,20.0
1683,2023-01-07 00:00:00,Casa,199.42475946613098,6.0,31.0
1684,2023-12-29 00:00:00,Beleza,141.0663479290093,,29.0
1685,2023-06-06 00:00:00,Eletrônicos,137.28604280135238,3.0,28.0
1686,2023-11-16 00:00:00,Eletrônicos,179.2518213076334,7.0,29.0
1687,2023-02-09 00:00:00,Beleza,169.36155185525072,7.0,18.0
1688,2023-04-12 00:00:00,Roupas,105.23215711575877,7.0,61.0
1689,2023-12-28 00:00:00,Casa,96.85018221225741,5.0,62.0
1690,2023-05-27 00:00:00,Beleza,199.8191559931984,9.0,27.0
1691,2023-12-17 00:00:00,Alimentos,157.9347663998266,5.0,51.0
1692,2023-04-24 00:00:00,Eletrônicos,209.70053355862814,9.0,20.0
1693,2023-07-16 00:00:00,roupa,128.35152100371505,7.0,24.0
1694,2023-04-10 00:00:00,Roupas,201.06873560545344,2.0,25.0
1695,2023-08-19 00:00:00,Roupas,127.11711671118351,8.0,23.0
1696,2023-07-18 00:00:00,Casa,158.42969634644476,2.0,20.0
1697,2023-07-28 00:00:00,Alimentos,181.2562850498722,8.0,37.0
1698,2023-07-17 00:00:00,Casa,75.03864942854658,7.0,36.0
1699,2023-06-15 00:00:00,Casa,137.36446961499303,5.0,47.0
1700,2023-07-14 00:00:00,Alimentos,239.73831356040594,6.0,35.0
1701,2023-09-08 00:00:00,Alimentos,194.0495172438463,8.0,27.0
1702,2023-04-18 00:00:00,Beleza,99999.99,8.0,25.0
1703,2023-04-27 00:00:00,Alimentos,159.75680632728893,2.0,18.0
1704,2023-03-08 00:00:00,Eletrônicos,119.64678608365143,3.0,62.0
1705,2023-02-27 00:00:00,Casa,163.97753300696758,6.0,31.0
1706,2023-10-27 00:00:00,Roupas,102.86591937441545,9.0,69.0
1707,2023-01-12 00:00:00,Casa,127.8580590783806,8.0,60.0
1708,2023-01-13 00:00:00,Casa,"R$ 113,21",4.0,71.0
1709,2023-11-14 00:00:00,Roupas,225.62491526423165,8.0,30.0
1710,2023-06-06 00:00:00,Alimentos,158.8146880808326,3.0,53.0
1711,2023-04-26 00:00:00,Casa,"R$ 185,43",6.0,59.0
1712,2023-10-02 00:00:00,Alimentos,203.3161243480957,7.0,24.0
1713,2023-11-07 00:00:00,Alimentos,127.61977393847746,,44.0
1714,2023-05-08 00:00:00,Eletrônicos,141.21123546579796,7.0,34.0
1715,2023-04-17 00:00:00,Roupas,235.23713343137467,1.0,40.0
1716,2023-03-06 00:00:00,Alimentos,225.43792394532335,3.0,43.0
1717,2023-07-17 00:00:00,Alimentos,"R$ 182,91",2.0,49.0
1718,2023-08-05 00:00:00,Casa,159.65410569500222,8.0,34.0
1719,2023-03-12 00:00:00,Beleza,170.90011596402132,5.0,28.0
1720,2023-02-15 00:00:00,Eletrônico ,185.1343145197779,2.0,31.0
1721,2023-10-04 00:00:00,Beleza,121.81479481871884,5.0,59.0
1722,2023-09-12 00:00:00,Beleza,159.39802927510797,3.0,22.0
1723,2023-04-24 00:00:00,Beleza,90.88400283412241,1.0,70.0
1724,2023-01-27 00:00:00,Beleza,,3.0,53.0
1725,2023-04-09 00:00:00,Beleza,176.80022256532703,7.0,24.0
1726,2023-01-06 00:00:00,Beleza,140.0903123714043,9.0,21.0
1727,2023-07-10 00:00:00,Casa,167.53124101037935,9.0,59.0
1728,2023-10-01 00:00:00,Beleza,164.06707976428913,1.0,36.0
1729,2023-06-16 00:00:00,Beleza,"R$ 157,88",5.0,19.0
1730,2023-12-25 00:00:00,Beleza,131.18542919734057,4.0,49.0
1731,2023-04-25 00:00:00,Roupas,170.45322508748825,4.0,54.0
1732,2023-01-24 00:00:00,Eletrônicos,162.03462719023722,9.0,24.0
1733,2023-12-29 00:00:00,Eletrônicos,79.75140670250883,7.0,35.0
1734,2023-02-01 00:00:00,Alimentos,197.1042687180103,6.0,72.0
1735,2023-12-02 00:00:00,Beleza,146.7548374356141,7.0,45.0
1736,2023-03-19 00:00:00,Casa,120.66081359083208,1.0,54.0
1737,2023-06-23 00:00:00,Alimentos,232.80483909727965,5.0,66.0
1738,2023-01-03 00:00:00,Alimentos,,2.0,47.0
1739,2023-02-22 00:00:00,Beleza,92.01307450080903,7.0,45.0
1740,2023-07-17 00:00:00,Eletrônicos,195.32126890111087,4.0,33.0
1741,2023-02-07 00:00:00,Eletrônicos,173.51737887818044,7.0,32.0
1742,2023-04-17 00:00:00,Eletrônicos,157.22397959322493,8.0,36.0
1743,2023-12-29 00:00:00,Roupas,,6.0,43.0
1744,2023-04-11 00:00:00,Beleza,150.10852806501734,7.0,26.0
1745,2023-12-27 00:00:00,Eletrônicos,182.2328363399737,7.0,19.0
1746,2023-06-03 00:00:00,Casa,112.87512445768738,8.0,59.0
1747,2023-11-29 00:00:00,Alimentos,146.7356769888741,8.0,54.0
1748,2023-01-13 00:00:00,Eletrônicos,91.94147648261048,7.0,42.0
1749,2023-07-08 00:00:00,Roupas,114.17338251859036,8.0,54.0
1750,2023-03-29 00:00:00,Alimentos,160.22492646580235,8.0,35.0
1751,2023-10-26 00:00:00,Roupas,124.76174249641622,5.0,
1752,2023-02-06 00:00:00,Roupas,138.7141117657957,9.0,46.0
1753,2023-06-15 00:00:00,Casa,196.8830278531593,5.0,34.0
1754,2023-07-17 00:00:00,Casa,158.03300050227915,8.0,70.0
1755,2023-08-27 00:00:00,Casa,181.57068636869582,,42.0
1756,2023-08-30 00:00:00,Beleza,189.7582022652772,,49.0
1757,2023-01-25 00:00:00,Casa,124.9068694173557,2.0,66.0
1758,2023-11-30 00:00:00,Beleza,176.46856562833915,,36.0
1759,2023-04-29 00:00:00,Roupas,"R$ 110,50",9.0,23.0
1760,2023-07-27 00:00:00,Eletrônicos,116.34758960179582,7.0,53.0
1761,2023-02-03 00:00:00,Alimentos,93.10327972440012,7.0,33.0
1762,2023-08-10 00:00:00,csa,131.95049938517795,7.0,23.0
1763,2023-02-10 00:00:00,Beleza,261.3645778332019,8.0,56.0
1764,2023-10-10 00:00:00,Eletrônicos,154.1225459689194,4.0,46.0
1765,2023-04-19 00:00:00,Alimentos,89.96624306493325,4.0,72.0
1766,2023-08-31 00:00:00,Beleza,200.77757746832592,9.0,45.0
1767,2023-09-02 00:00:00,Casa,116.43599571280902,3.0,27.0
1768,2023-08-19 00:00:00,Casa,129.57729267161767,5.0,71.0
1769,2023-07-22 00:00:00,csa,143.25338041871132,8.0,52.0
1770,2023-03-04 00:00:00,Casa,208.80097589747305,5.0,70.0
1771,2023-09-21 00:00:00,Roupas,98.51512432365661,5.0,69.0
1772,2023-11-02 00:00:00,Beleza,135.59532293407844,8.0,47.0
1773,2023-01-09 00:00:00,Roupas,116.40181318082512,8.0,187.0
1774,2023-03-07 00:00:00,Casa,187.94185773429393,5.0,31.0
1775,2023-06-18 00:00:00,Beleza,180.52789069039903,9.0,74.0
1776,2023-09-08 00:00:00,Alimentos,118.45188532138243,7.0,64.0
1777,2023-04-19 00:00:00,ROUPAS,183.74734590862587,3.0,32.0
1778,2023-12-24 00:00:00,Eletrônicos,165.09913167460178,6.0,22.0
1779,2023-05-11 00:00:00,Eletrônicos,168.97976348061582,8.0,67.0
1780,2023-02-22 00:00:00,Casa,148.97567072925307,1.0,49.0
1781,2023-10-03 00:00:00,Roupas,,7.0,26.0
1782,2023-03-20 00:00:00,Alimentos,162.62213473595168,4.0,60.0
1783,2023-01-30 00:00:00,Roupas,165.22796883512964,1.0,36.0
1784,2023-05-27 00:00:00,Roupas,220.95490122631932,8.0,49.0
1785,2023-10-25 00:00:00,Alimentos,99.85271966442463,2.0,73.0
1786,2023-03-26 00:00:00,Beleza,59.51182972777286,7.0,18.0
1787,2023-06-21 00:00:00,Eletrônicos,156.3823258610444,2.0,66.0
1788,2023-02-06 00:00:00,Alimentos,215.28455813882826,6.0,70.0
1789,2023-07-02 00:00:00,Alimentos,"R$ 192,86",1.0,23.0
1790,2023-06-20 00:00:00,Roupas,215.38337097903275,8.0,46.0
1791,2023-07-07 00:00:00,ROUPAS,100.96464868354371,8.0,32.0
1792,2023-01-07 00:00:00,Roupas,85.86281983662121,1.0,70.0
1793,2023-12-01 00:00:00,Roupas,192.6996126806627,9.0,65.0
1794,2023-01-26 00:00:00,Beleza,118.16195558305898,2.0,59.0
1795,2023-07-21 00:00:00,Beleza,189.8730020176343,6.0,62.0
1796,2023-11-21 00:00:00,Casa,166.4794518784677,7.0,35.0
1797,2023-06-04 00:00:00,Eletrônico ,151.15461152666984,5.0,162.0
1798,2023-01-10 00:00:00,Casa,114.86646655157972,1.0,39.0
1799,2023-12-05 00:00:00,Eletrônicos,198.42158477625927,1.0,65.0
1800,2023-05-02 00:00:00,Roupas,"R$ 174,94",5.0,28.0
1801,2023-04-22 00:00:00,Eletrônicos,40.452442611987394,4.0,72.0
1802,2023-10-05 00:00:00,Roupas,183.23669907098247,5.0,20.0
1803,2023-12-05 00:00:00,Roupas,144.376550045746,8.0,56.0
1804,2023-08-07 00:00:00,Roupas,132.73328508989164,1.0,74.0
1805,2023-02-06 00:00:00,Casa,120.78199615824103,5.0,66.0
1806,2023-03-03 00:00:00,Alimentos,164.82069930260573,3.0,71.0
1807,2023-01-23 00:00:00,Casa,44.746406736916896,7.0,36.0
1808,2023-01-11 00:00:00,csa,75.1226921652038,4.0,22.0
1809,2023-08-07 00:00:00,Alimentos,,3.0,35.0
1810,2023-09-29 00:00:00,Eletrônicos,184.06728842592858,9.0,49.0
1811,2023-11-25 00:00:00,csa,138.344201184992,2.0,42.0
1812,2023-12-31 00:00:00,Casa,212.06942654208734,7.0,32.0
1813,2023-04-03 00:00:00,Roupas,134.5779435566497,2.0,59.0
1814,2023-03-11 00:00:00,Roupas,179.3908523448254,1.0,37.0
1815,2023-09-15 00:00:00,Eletrônicos,172.94006430626814,9.0,51.0
1816,2023-07-07 00:00:00,Roupas,160.792447642521,9.0,41.0
1817,2023-05-18 00:00:00,Eletrônicos,205.23985757279468,5.0,37.0
1818,2023-11-25 00:00:00,Eletrônicos,"R$ 172,31",3.0,45.0
1819,2023-06-02 00:00:00,Eletrônicos,119.30812025102254,1.0,47.0
